Time,Thermistor 1,Thermistor 2,Thermistor 3,Thermistor 4,Thermistor 5,Thermistor 5,Thermistor 6,Thermistor 7
2709,30.19,23.25,24.77,24.06,18.52,20.23,21.6,25.87
2710,30.19,23.25,24.77,23.96,18.52,20.23,21.6,25.77
2711,30.29,23.25,24.66,24.06,18.52,20.23,21.6,25.77
2712,30.29,23.25,24.66,24.06,18.52,20.23,21.49,25.77
2713,30.29,23.25,24.56,24.06,18.52,20.23,21.49,25.77
2714,30.29,23.25,24.56,24.06,18.52,20.23,21.6,25.77
2715,30.29,23.25,24.46,24.06,18.52,20.23,21.6,25.87
2716,30.29,23.25,24.46,24.06,18.63,20.23,21.6,25.77
2717,30.29,23.25,24.36,24.06,18.52,20.23,21.49,25.77
2718,30.29,23.25,24.36,24.06,18.52,20.23,21.49,25.87
2719,30.19,23.25,24.26,24.06,18.41,20.13,21.49,25.77
2720,30.29,23.25,24.16,24.06,18.52,20.23,21.6,25.77
2721,30.29,23.25,24.16,24.06,18.52,20.13,21.49,25.57
2722,30.29,23.25,24.16,24.06,18.52,20.13,21.6,25.67
2723,30.29,23.25,24.06,24.06,18.52,20.23,21.6,25.57
2724,30.29,23.25,24.06,24.06,18.63,20.23,21.49,25.57
2725,30.38,23.25,24.06,24.06,18.63,20.23,21.6,25.57
2726,30.29,23.25,23.96,24.06,18.52,20.13,21.49,25.57
2727,30.29,23.25,23.96,24.06,18.52,20.23,21.49,25.67
2728,30.29,23.25,23.86,24.06,18.52,20.13,21.49,25.57
2729,30.38,23.25,23.86,24.06,18.52,20.13,21.6,25.57
2730,30.38,23.25,23.86,24.06,18.52,20.13,21.49,25.57
2731,30.38,23.25,23.96,24.06,18.52,20.23,21.6,25.57
2732,30.48,23.25,23.96,24.06,18.63,20.13,21.6,25.57
2733,30.58,23.25,23.86,24.16,18.52,20.13,21.6,25.57
2734,30.58,23.25,23.86,24.16,18.63,20.23,21.6,25.57
2735,30.48,23.25,23.86,24.16,18.52,20.13,21.6,25.57
2736,30.48,23.25,23.75,24.16,18.52,20.23,21.6,25.67
2737,30.67,23.14,23.75,24.16,18.52,20.13,21.6,25.57
2738,30.77,23.25,23.86,24.16,18.63,20.13,21.6,25.57
2739,30.67,23.25,23.86,24.16,18.52,20.13,21.49,25.57
2740,31.06,23.25,23.86,24.16,18.52,20.13,21.6,25.67
2741,31.06,23.25,23.86,24.26,18.63,20.02,21.49,25.57
2742,30.97,23.25,23.75,24.26,18.63,20.13,21.6,25.67
2743,30.97,23.25,23.75,24.16,18.52,20.02,21.6,25.67
2744,30.87,23.25,23.75,24.26,18.63,20.13,21.49,25.67
2745,31.16,23.25,23.75,24.26,18.63,20.13,21.6,25.67
2746,31.16,23.25,23.75,24.26,18.63,20.02,21.6,25.67
2747,31.35,23.25,23.75,24.26,18.63,20.13,21.6,25.67
2748,31.35,23.25,23.75,24.26,18.52,20.02,21.49,25.67
2749,31.26,23.25,23.75,24.26,18.52,20.13,21.6,25.77
2750,31.26,23.25,23.75,24.26,18.52,20.02,21.49,25.67
2751,31.16,23.25,23.75,24.26,18.52,20.02,21.6,25.67
2752,31.45,23.25,23.75,24.36,18.52,20.02,21.6,25.67
2753,31.35,23.25,23.75,24.36,18.63,20.13,21.6,25.67
2754,31.84,23.25,23.75,24.36,18.52,20.02,21.6,25.67
2755,31.74,23.25,23.75,24.36,18.63,20.13,21.6,25.67
2756,31.64,23.25,23.75,24.36,18.63,20.02,21.6,25.67
2757,31.45,23.14,23.75,24.36,18.63,20.02,21.6,25.67
2758,31.45,23.25,23.75,24.36,18.63,20.02,21.7,25.77
2759,32.03,23.25,23.75,24.36,18.63,20.02,21.6,25.67
2760,31.93,23.25,23.75,24.36,18.63,20.02,21.6,25.77
2761,32.51,23.25,23.75,24.46,18.52,20.02,21.49,25.77
2762,32.32,23.25,23.75,24.46,18.63,20.02,21.6,25.67
2763,32.12,23.14,23.75,24.46,18.52,20.02,21.6,25.67
2764,32.03,23.25,23.75,24.46,18.63,20.02,21.6,25.77
2765,32.41,23.25,23.75,24.46,18.63,19.92,21.6,25.77
2766,32.32,23.25,23.75,24.46,18.63,20.02,21.6,25.77
2767,32.61,23.25,23.86,24.46,18.63,20.02,21.6,25.77
2768,32.32,23.25,23.75,24.46,18.63,20.02,21.6,25.77
2769,32.22,23.25,23.75,24.46,18.63,20.13,21.6,25.77
2770,32.03,23.14,23.75,24.46,18.63,19.92,21.6,25.77
2771,32.22,23.25,23.86,24.46,18.63,20.02,21.6,25.67
2772,32.32,23.25,23.86,24.56,18.52,19.92,21.49,25.67
2773,32.12,23.25,23.86,24.56,18.63,20.02,21.6,25.67
2774,32.03,23.14,23.86,24.56,18.63,19.92,21.6,25.57
2775,31.84,23.25,23.86,24.56,18.63,19.92,21.6,25.67
2776,32.03,23.25,23.86,24.56,18.63,19.92,21.6,25.67
2777,31.93,23.14,23.86,24.56,18.63,19.92,21.6,25.57
2778,31.74,23.14,23.96,24.56,18.63,19.92,21.6,25.67
2779,31.64,23.14,23.96,24.56,18.63,19.92,21.6,25.57
2780,31.55,23.14,23.96,24.56,18.63,20.02,21.6,25.67
2781,31.35,23.14,23.96,24.56,18.63,19.92,21.6,25.67
2782,31.16,23.14,24.06,24.56,18.63,19.92,21.6,25.67
2783,30.97,23.14,24.06,24.56,18.63,19.92,21.49,25.57
2784,30.87,23.25,24.06,24.46,18.63,19.92,21.6,25.67
2785,30.67,23.25,24.06,24.56,18.63,19.92,21.49,25.57
2786,30.58,23.25,24.16,24.56,18.74,19.92,21.6,25.67
2787,30.58,23.25,24.16,24.56,18.74,19.92,21.6,25.57
2788,30.38,23.25,24.16,24.56,18.74,19.92,21.6,25.57
2789,30.29,23.14,24.16,24.77,18.85,19.92,21.6,25.67
2790,30.19,23.25,24.16,24.77,18.74,19.92,21.49,25.67
2791,30.19,23.25,24.26,24.77,18.74,19.92,21.49,25.67
2792,30.09,23.25,24.26,24.77,18.74,19.81,21.49,25.67
2793,30.09,23.45,24.16,24.77,18.74,19.92,21.49,25.67
2794,30.09,23.45,24.26,25.07,18.74,19.81,21.49,25.67
2795,30.09,23.45,24.26,25.17,18.95,19.81,21.49,25.67
2796,29.99,23.45,24.26,25.17,18.95,19.92,21.49,25.67
2797,29.99,23.45,24.26,25.17,18.95,19.81,21.49,25.67
2798,29.99,23.45,24.26,25.47,19.38,20.02,21.49,25.77
2799,29.99,23.45,24.26,25.77,19.28,19.81,21.39,25.77
2800,29.99,23.75,24.26,25.77,19.28,19.92,21.39,25.77
2801,29.99,23.75,24.26,25.77,19.28,19.92,21.39,25.67
2802,29.99,23.86,24.26,25.77,19.17,19.81,21.39,25.77
2803,29.99,24.16,24.26,25.77,19.17,19.92,21.39,25.77
2804,29.9,24.26,24.26,26.36,19.49,19.92,21.28,25.77
2805,29.99,24.26,24.16,26.46,19.92,19.92,21.28,25.77
2806,29.99,24.16,24.26,26.46,19.81,19.81,21.6,25.77
2807,30.09,24.16,24.26,26.36,20.34,19.81,21.6,25.77
2808,30.09,24.06,24.26,26.96,20.55,19.81,21.49,25.77
2809,29.99,24.46,24.16,27.06,20.55,19.92,21.49,25.77
2810,30.09,24.66,24.26,27.06,20.45,19.81,21.49,25.77
2811,29.99,24.66,24.26,26.96,20.34,19.81,21.49,25.77
2812,29.99,25.07,24.26,26.96,20.23,19.81,21.49,25.77
2813,29.99,25.17,24.16,27.35,20.13,19.81,21.39,25.77
2814,30.09,25.17,24.26,27.35,20.87,19.81,21.49,25.77
2815,29.99,25.07,24.26,27.35,20.87,19.7,21.49,25.77
2816,30.09,25.07,24.36,27.25,20.76,19.81,22.01,25.87
2817,30.09,24.97,24.26,27.06,21.39,19.81,21.91,25.77
2818,30.09,24.87,24.36,27.35,21.39,19.81,21.91,25.87
2819,30.09,25.57,24.26,27.35,21.18,19.81,21.91,25.77
2820,30.09,25.47,24.26,27.25,21.08,19.7,21.91,25.87
2821,30.09,25.47,24.36,27.25,21.08,19.81,21.91,25.77
2822,30.09,26.17,24.36,27.06,20.87,19.7,21.81,25.87
2823,30.09,26.07,24.36,27.06,20.97,19.7,21.91,25.87
2824,30.09,25.97,24.26,26.96,21.28,19.7,21.81,25.77
2825,30.19,25.87,24.36,26.96,21.28,19.7,22.43,25.77
2826,30.09,25.77,24.36,26.86,21.18,19.6,22.63,25.77
2827,30.19,25.67,24.36,26.76,21.49,19.7,22.63,25.87
2828,30.19,26.07,24.46,26.76,21.28,19.7,22.53,25.77
2829,30.19,26.17,24.46,26.66,21.28,19.6,22.53,25.77
2830,30.19,26.07,24.46,26.66,21.18,19.6,22.53,25.87
2831,30.19,26.36,24.36,26.66,21.08,19.6,22.53,25.77
2832,30.19,26.26,24.46,26.56,21.08,19.6,22.53,25.77
2833,30.19,26.07,24.46,26.56,21.18,19.6,22.43,25.77
2834,30.19,26.07,24.46,26.56,21.18,19.6,22.84,25.87
2835,30.19,25.87,24.36,26.46,21.08,19.49,23.14,25.87
2836,30.19,25.87,24.46,26.46,21.08,19.49,23.25,25.77
2837,30.19,25.77,24.46,26.36,20.97,19.38,23.14,25.77
2838,30.19,25.77,24.46,26.36,20.97,19.38,23.14,25.77
2839,30.19,25.67,24.46,26.36,20.97,19.38,23.04,25.77
2840,30.19,25.67,24.46,26.36,20.87,19.28,23.04,25.87
2841,30.19,25.57,24.46,26.36,20.87,19.28,23.04,25.77
2842,30.19,25.57,24.46,26.36,20.87,19.28,22.94,25.77
2843,30.19,25.47,24.46,26.36,20.87,19.28,23.04,25.87
2844,30.19,25.47,24.46,26.36,20.76,19.17,23.45,25.77
2845,30.19,25.47,24.46,26.36,20.76,19.17,23.45,25.77
2846,30.19,25.37,24.46,26.26,20.76,19.06,23.45,25.77
2847,30.19,25.37,24.46,26.36,20.76,18.95,23.45,25.77
2848,30.29,25.37,24.46,26.36,20.76,18.95,23.35,25.77
2849,30.19,25.37,24.46,26.46,20.76,18.95,23.25,25.77
2850,30.19,25.37,24.46,26.46,20.76,18.95,23.25,25.77
2851,30.19,25.37,24.46,26.46,20.76,18.85,23.14,25.77
2852,30.19,25.37,24.46,26.46,20.76,18.85,23.25,25.87
2853,30.19,25.37,24.46,26.36,20.76,18.74,23.35,25.77
2854,30.19,25.27,24.46,26.36,20.76,18.85,23.35,25.77
2855,30.19,25.27,24.46,26.36,20.87,18.74,23.25,25.77
2856,30.19,25.27,24.46,26.46,20.76,18.74,23.25,25.77
2857,30.19,25.27,24.46,26.56,20.76,18.63,23.25,25.77
2858,30.19,25.27,24.46,26.56,20.76,18.63,23.14,25.77
2859,30.19,25.37,24.46,26.56,20.87,18.63,23.14,25.77
2860,30.19,25.27,24.46,26.66,20.87,18.63,23.04,25.77
2861,30.19,25.37,24.46,26.66,20.87,18.63,23.14,25.77
2862,30.19,25.27,24.46,26.66,20.76,18.52,23.14,25.67
2863,30.19,25.37,24.46,26.66,20.76,18.63,23.14,25.77
2864,30.19,25.37,24.46,26.66,20.87,18.63,23.04,25.67
2865,30.19,25.27,24.46,26.76,20.87,18.63,23.14,25.77
2866,30.09,25.47,24.46,26.76,20.87,18.63,23.14,25.77
2867,30.09,25.37,24.46,26.86,20.87,18.63,23.04,25.77
2868,30.09,25.37,24.46,26.86,20.87,18.63,23.04,25.77
2869,30.09,25.37,24.46,26.86,20.87,18.63,23.04,25.67
2870,30.09,25.37,24.46,26.86,20.87,18.63,23.14,25.67
2871,30.09,25.37,24.46,26.86,20.87,18.85,23.14,25.67
2872,30.09,25.37,24.46,26.86,20.87,18.85,23.14,25.77
2873,30.09,25.47,24.46,26.96,20.97,18.85,23.14,25.67
2874,30.09,25.47,24.46,26.96,20.97,18.74,23.14,25.67
2875,30.09,25.47,24.46,26.96,20.97,18.85,23.25,25.77
2876,30.09,25.47,24.46,26.96,20.87,18.74,23.14,25.67
2877,30.09,25.57,24.56,26.96,20.97,19.17,23.14,25.67
2878,30.09,25.57,24.46,26.96,20.97,19.17,23.14,25.67
2879,30.09,25.57,24.56,26.96,20.97,19.28,23.25,25.67
2880,30.09,25.57,24.46,26.96,20.97,19.6,23.25,25.67
2881,30.09,25.47,24.56,26.96,20.97,19.6,23.25,25.57
2882,30.09,25.57,24.56,27.06,20.97,19.6,23.35,25.67
2883,29.99,25.57,24.46,26.96,20.97,19.49,23.25,25.57
2884,30.09,25.57,24.56,26.96,21.08,19.49,23.25,25.67
2885,29.99,25.57,24.46,26.96,20.97,20.02,23.25,25.57
2886,29.99,25.57,24.56,26.96,20.97,20.02,23.35,25.57
2887,29.99,25.57,24.56,26.96,20.97,20.23,23.35,25.57
2888,29.99,25.57,24.46,26.96,21.08,20.45,23.35,25.57
2889,29.99,25.67,24.56,26.96,21.08,20.45,23.45,25.57
2890,29.99,25.57,24.56,26.96,21.08,20.45,23.35,25.57
2891,29.99,25.67,24.56,26.96,21.08,20.45,23.45,25.57
2892,29.99,25.67,24.56,26.96,20.97,20.45,23.35,25.57
2893,29.99,25.67,24.56,26.96,21.08,20.76,23.35,25.57
2894,29.99,25.67,24.56,26.96,21.08,20.66,23.45,25.57
2895,29.99,25.57,24.46,26.96,21.08,20.87,23.35,25.47
2896,29.99,25.67,24.56,26.96,21.08,20.87,23.35,25.57
2897,29.99,25.67,24.46,26.86,21.08,20.87,23.45,25.47
2898,29.99,25.67,24.46,26.86,21.08,20.87,23.45,25.57
2899,29.99,25.67,24.46,26.86,21.08,20.76,23.35,25.47
2900,29.9,25.67,24.56,26.86,21.08,20.76,23.45,25.47
2901,29.9,25.67,24.46,26.86,20.97,20.76,23.35,25.47
2902,29.9,25.67,24.46,26.86,21.08,20.76,23.45,25.47
2903,29.9,25.67,24.56,26.86,21.08,20.76,23.35,25.37
2904,29.9,25.67,24.46,26.86,20.97,20.76,23.35,25.37
2905,29.9,25.67,24.46,26.86,21.08,20.87,23.45,25.37
2906,29.8,25.67,24.46,26.76,20.97,20.76,23.45,25.27
2907,29.8,25.67,24.46,26.86,21.08,20.76,23.45,25.37
2908,29.8,25.67,24.46,26.86,20.97,20.76,23.35,25.27
2909,29.8,25.57,24.46,26.76,20.97,20.76,23.35,25.27
2910,29.8,25.67,24.46,26.76,20.97,20.87,23.35,25.27
2911,29.8,25.57,24.46,26.76,20.97,20.76,23.35,25.27
2912,29.8,25.57,24.46,26.76,21.08,20.87,23.45,25.17
2913,29.8,25.57,24.46,26.76,20.97,20.76,23.35,25.07
2914,29.8,25.57,24.36,26.76,20.97,20.87,23.45,25.17
2915,29.8,25.57,24.36,26.76,20.87,20.87,23.35,24.97
2916,29.7,25.57,24.36,26.76,20.97,20.87,23.35,24.97
2917,29.7,25.57,24.36,26.76,20.97,20.87,23.35,24.87
2918,29.7,25.57,24.36,26.76,20.97,20.97,23.45,24.87
2919,29.8,25.47,24.36,26.76,20.97,20.97,23.35,24.77
2920,29.7,25.57,24.36,26.76,20.97,20.97,23.45,24.77
2921,29.7,25.57,24.36,26.76,20.97,21.08,23.45,24.66
2922,29.7,25.47,24.36,26.66,20.97,20.97,23.35,24.56
2923,29.7,25.47,24.36,26.66,20.87,21.08,23.45,24.56
2924,29.7,25.47,24.26,26.66,20.87,21.08,23.35,24.46
2925,29.7,25.47,24.36,26.66,20.97,21.08,23.35,24.36
2926,29.61,25.47,24.36,26.66,20.87,21.08,23.35,24.26
2927,29.61,25.47,24.26,26.66,20.87,21.18,23.35,24.26
2928,29.61,25.47,24.36,26.66,20.87,21.18,23.35,24.16
2929,29.61,25.47,24.26,26.66,20.87,21.39,23.45,24.16
2930,29.61,25.47,24.26,26.66,20.87,21.39,23.45,24.06
2931,29.61,25.47,24.26,26.66,20.87,21.39,23.45,24.06
2932,29.61,25.47,24.26,26.56,20.87,21.49,23.45,24.06
2933,29.7,25.47,24.16,26.56,20.87,21.39,23.45,23.96
2934,29.9,25.47,24.26,26.56,20.87,21.49,23.35,23.86
2935,29.8,25.47,24.26,26.56,20.76,21.39,23.35,23.86
2936,29.8,25.37,24.26,26.46,20.87,21.39,23.35,23.86
2937,29.7,25.47,24.16,26.46,20.87,21.39,23.35,23.75
2938,29.7,25.47,24.16,26.46,20.87,21.49,23.35,23.75
2939,29.7,25.47,24.16,26.46,20.76,21.49,23.35,23.75
2940,29.61,25.47,24.16,26.36,20.76,21.49,23.35,23.75
2941,29.61,25.47,24.16,26.36,20.76,21.49,23.35,23.65
2942,29.61,25.47,24.16,26.36,20.76,21.49,23.35,23.65
2943,29.61,25.47,24.16,26.36,20.76,21.49,23.35,23.65
2944,29.51,25.47,24.16,26.36,20.66,21.49,23.25,23.55
2945,29.51,25.47,24.16,26.36,20.76,21.49,23.35,23.55
2946,29.51,25.37,24.16,26.36,20.66,21.49,23.25,23.55
2947,29.51,25.37,24.16,26.36,20.76,21.49,24.06,23.55
2948,29.51,25.37,24.16,26.36,20.76,21.49,24.06,23.55
2949,29.51,25.37,24.06,26.26,20.76,21.49,24.06,23.55
2950,29.51,25.37,24.16,26.26,20.76,21.49,23.96,23.55
2951,29.41,25.37,24.06,26.26,20.66,21.49,23.96,23.55
2952,29.51,25.37,24.06,26.26,20.66,21.6,23.96,23.55
2953,29.8,25.27,24.06,26.26,20.55,21.49,23.86,23.45
2954,29.99,25.37,24.06,26.17,20.66,21.49,23.96,23.55
2955,29.9,25.27,24.06,26.17,20.66,21.49,23.75,23.45
2956,29.8,25.27,24.16,26.17,20.66,21.49,23.86,23.45
2957,29.8,25.27,24.06,26.17,20.66,21.49,23.86,23.45
2958,29.7,25.27,24.06,26.17,20.55,21.49,23.86,23.45
2959,29.61,25.27,24.06,26.07,20.66,21.49,23.86,23.55
2960,29.61,25.27,23.96,26.07,20.55,21.49,23.75,23.45
2961,29.61,25.27,24.06,26.07,20.55,21.49,23.75,23.55
2962,29.51,25.27,24.06,26.07,20.45,21.39,23.75,23.45
2963,29.51,25.37,23.96,26.07,20.55,21.49,23.86,23.45
2964,29.51,25.37,23.96,26.07,20.55,21.49,23.75,23.45
2965,29.41,25.27,23.96,26.07,20.55,21.49,23.75,23.45
2966,29.41,25.37,23.96,25.97,20.55,21.49,23.75,23.45
2967,29.41,25.27,23.96,25.97,20.55,21.49,23.75,23.45
2968,29.41,25.27,23.96,25.97,20.55,21.49,23.86,23.55
2969,29.41,25.27,23.96,25.97,20.45,21.49,23.75,23.45
2970,29.41,25.27,23.96,25.97,20.45,21.49,23.75,23.45
2971,29.41,25.27,23.96,25.97,20.45,21.49,23.75,23.45
2972,29.31,25.17,23.96,25.97,20.45,21.49,24.56,23.55
2973,29.41,25.27,23.96,25.97,20.55,21.49,24.77,23.55
2974,29.31,25.17,23.96,25.97,20.45,21.49,24.66,23.45
2975,29.31,25.17,23.86,25.97,20.45,21.39,24.87,23.45
2976,29.31,25.17,23.86,25.97,20.34,21.39,25.67,23.45
2977,29.31,25.17,23.86,25.87,20.45,21.49,25.57,23.45
2978,29.31,25.17,23.86,25.87,20.45,21.49,25.47,23.45
2979,29.31,25.17,23.86,25.87,20.45,21.39,25.67,23.45
2980,29.31,25.17,23.86,25.87,20.45,21.39,26.07,23.45
2981,29.22,25.07,23.86,25.87,20.34,21.39,26.07,23.45
2982,29.31,25.07,23.86,25.77,20.34,21.39,26.07,23.55
2983,29.31,25.07,23.86,25.77,20.34,21.39,25.97,23.45
2984,29.31,25.07,23.86,25.77,20.34,21.39,26.17,23.45
2985,29.31,25.07,23.75,25.77,20.34,21.39,26.26,23.45
2986,29.31,25.07,23.75,25.77,20.34,21.39,26.26,23.45
2987,29.31,25.07,23.86,25.77,20.34,21.39,26.36,23.45
2988,29.22,24.97,23.75,25.67,20.34,21.39,26.26,23.45
2989,29.22,24.97,23.75,25.67,20.23,21.39,26.17,23.55
2990,29.22,24.97,23.75,25.57,20.23,21.28,26.17,23.45
2991,29.22,24.97,23.75,25.67,20.23,21.39,26.26,23.45
2992,29.31,24.97,23.75,25.57,20.23,21.28,26.26,23.45
2993,29.22,24.97,23.65,25.57,20.23,21.28,26.17,23.45
2994,29.22,24.97,23.65,25.57,20.23,21.39,26.17,23.45
2995,29.22,24.87,23.65,25.57,20.13,21.28,26.07,23.45
2996,29.22,24.87,23.65,25.57,20.13,21.28,26.17,23.55
2997,29.22,24.87,23.65,25.47,20.02,21.28,26.07,23.45
2998,29.22,24.87,23.65,25.47,20.13,21.28,26.07,23.55
2999,29.22,24.87,23.65,25.47,20.13,21.18,25.97,23.45
3000,29.22,24.87,23.65,25.37,20.13,21.28,25.97,23.55
3001,29.22,24.87,23.65,25.37,20.13,21.18,25.87,23.55
3002,29.22,24.77,23.55,25.37,20.02,21.18,25.97,23.55
3003,29.22,24.77,23.55,25.37,20.13,21.18,25.97,23.55
3004,29.22,24.77,23.55,25.27,20.02,21.18,25.87,23.55
3005,29.22,24.77,23.55,25.27,20.02,21.18,25.87,23.55
3006,29.22,24.77,23.55,25.27,20.02,21.08,25.77,23.55
