Time,Thermistor 1,Thermistor 2,Thermistor 3,Thermistor 4,Thermistor 5,Thermistor 5,Thermistor 6,Thermistor 7
11802,24.46,20.76,17.43,19.17,13.91,11.76,16.54,22.22
11803,24.46,20.76,17.43,19.17,13.91,11.88,16.65,22.22
11804,24.36,20.87,17.43,19.17,14.03,11.88,16.54,22.22
11805,24.46,20.76,17.43,19.17,13.91,11.88,16.54,22.22
11806,24.46,20.76,17.54,19.17,13.91,12,16.65,22.32
11807,24.46,20.76,17.43,19.17,13.91,11.76,16.54,22.22
11808,24.46,20.76,17.54,19.17,13.91,11.88,16.65,22.22
11809,24.46,20.87,17.43,19.28,13.91,11.76,16.54,22.22
11810,24.36,20.76,17.43,19.17,13.91,11.76,16.54,22.22
11811,24.46,20.87,17.43,19.17,13.91,11.88,16.54,22.22
11812,24.46,20.76,17.54,19.17,13.91,11.76,16.54,22.22
11813,24.46,20.76,17.54,19.17,14.03,11.88,16.54,22.32
11814,24.46,20.76,17.43,19.17,13.91,11.76,16.43,22.22
11815,24.46,20.76,17.54,19.17,13.91,11.76,16.54,22.22
11816,24.46,20.76,17.54,19.17,13.91,11.76,16.54,22.22
11817,24.46,20.76,17.54,19.17,13.91,11.76,16.65,22.32
11818,24.46,20.76,17.54,19.17,13.91,11.76,16.54,22.32
11819,24.36,20.87,17.54,19.17,13.91,11.76,16.54,22.32
11820,24.36,20.87,17.54,19.17,13.91,11.88,16.54,22.32
11821,24.36,20.76,17.54,19.17,13.79,11.76,16.43,22.32
11822,24.46,20.76,17.54,19.17,13.91,11.88,16.43,22.32
11823,24.46,20.76,17.54,19.17,13.91,11.76,16.43,22.32
11824,24.46,20.76,17.54,19.17,13.91,11.76,16.54,22.32
11825,24.46,20.76,17.54,19.17,14.03,11.88,16.43,22.43
11826,24.46,20.76,17.54,19.17,13.91,11.76,16.43,22.32
11827,24.46,20.76,17.54,19.17,13.91,11.76,16.43,22.32
11828,24.46,20.76,17.54,19.17,13.91,11.76,16.43,22.32
11829,24.46,20.76,17.54,19.17,13.91,11.76,16.43,22.32
11830,24.46,20.76,17.54,19.17,13.91,11.76,16.43,22.32
11831,24.46,20.76,17.54,19.17,13.91,11.76,16.43,22.43
11832,24.36,20.76,17.54,19.17,14.03,11.76,16.43,22.32
11833,24.46,20.76,17.54,19.17,13.79,11.76,16.32,22.43
11834,24.46,20.76,17.54,19.17,13.91,11.76,16.43,22.43
11835,24.46,20.76,17.54,19.17,13.79,11.76,16.32,22.32
11836,24.46,20.76,17.54,19.06,13.91,11.76,16.43,22.43
11837,24.46,20.76,17.65,19.06,13.79,11.88,16.32,22.32
11838,24.46,20.76,17.54,19.06,13.79,11.76,16.32,22.43
11839,24.46,20.76,17.65,19.17,13.91,11.76,16.32,22.32
11840,24.36,20.76,17.54,19.17,13.79,11.76,16.32,22.32
11841,24.46,20.76,17.54,19.17,13.91,11.76,16.32,22.43
11842,24.46,20.76,17.54,19.17,13.79,11.76,16.32,22.43
11843,24.46,20.76,17.54,19.17,13.79,11.76,16.32,22.43
11844,24.46,20.76,17.65,19.06,13.79,11.76,16.32,22.32
11845,24.46,20.76,17.65,19.06,13.79,11.76,16.32,22.43
11846,24.46,20.76,17.65,19.06,13.91,11.88,16.32,22.43
11847,24.46,20.66,17.65,19.06,13.79,11.76,16.32,22.43
11848,24.46,20.66,17.65,19.06,13.91,11.76,16.32,22.43
11849,24.46,20.66,17.65,19.06,13.79,11.76,16.32,22.43
11850,24.46,20.76,17.65,19.06,13.79,11.88,16.21,22.43
11851,24.46,20.76,17.65,19.06,13.79,11.88,16.21,22.43
11852,24.46,20.76,17.65,19.17,13.79,11.76,16.21,22.43
11853,24.46,20.76,17.65,19.06,13.79,11.88,16.32,22.43
11854,24.46,20.66,20.34,19.06,13.79,11.88,16.21,22.43
11855,24.46,20.66,18.09,19.06,13.79,11.88,16.21,22.43
11856,24.46,20.66,17.76,19.06,13.79,11.88,16.21,22.43
11857,24.46,20.66,17.76,19.06,13.79,11.76,16.21,22.53
11858,24.56,20.66,18.09,19.06,13.79,11.76,16.09,22.43
11859,24.46,20.66,18.74,19.06,13.79,11.76,16.21,22.53
11860,24.46,20.66,18.74,19.06,13.68,11.76,16.21,22.43
11861,24.46,20.66,17.87,19.06,13.68,11.88,16.21,22.53
11862,24.46,20.76,17.76,19.06,13.68,11.88,16.21,22.53
11863,24.46,20.66,17.76,19.06,13.79,11.76,16.21,22.53
11864,24.46,20.66,22.43,19.06,13.68,11.88,16.21,22.53
11865,24.46,20.66,19.6,19.06,13.68,11.76,16.21,22.53
11866,24.46,20.66,21.6,19.06,13.79,11.88,16.09,22.53
11867,24.56,20.66,17.76,18.95,13.68,11.88,16.09,22.53
11868,24.46,20.66,17.98,18.95,13.68,11.88,16.09,22.53
11869,24.46,20.66,0,19.06,13.68,11.88,16.21,22.53
11870,24.46,20.66,17.98,18.95,13.79,11.76,16.09,22.53
11871,24.46,20.66,22.63,18.95,13.68,11.88,16.09,22.53
11872,24.46,20.66,17.76,18.95,13.68,11.76,16.09,22.53
11873,24.46,20.66,17.76,19.06,13.79,11.88,16.09,22.53
11874,24.46,20.66,18.2,18.95,13.68,11.88,16.09,22.53
11875,24.46,20.66,21.81,18.95,13.68,11.88,16.09,22.53
11876,24.46,20.66,18.95,18.95,13.68,11.88,16.09,22.53
11877,24.46,20.55,18.95,18.95,13.68,11.88,15.98,22.53
11878,24.46,20.66,19.81,18.95,13.68,11.88,16.09,22.53
11879,24.56,20.55,19.7,18.95,13.68,11.88,15.98,22.53
11880,24.56,20.66,17.87,18.95,13.68,11.88,16.09,22.53
11881,24.56,20.66,21.6,18.95,13.68,11.88,15.98,22.63
11882,24.46,20.66,17.76,18.95,13.68,11.88,15.98,22.53
11883,24.46,20.66,17.76,18.95,13.56,11.88,16.09,22.63
11884,24.46,20.66,17.87,18.95,13.56,11.88,15.98,22.53
11885,24.46,20.66,19.28,18.95,13.68,11.88,15.98,22.63
11886,24.56,20.66,18.09,18.95,13.68,11.88,15.98,22.53
11887,24.46,20.66,18.41,18.85,13.68,11.88,15.98,22.53
11888,24.56,20.66,20.87,18.85,13.68,12,15.98,22.63
11889,24.56,20.55,17.87,18.85,13.56,11.88,15.98,22.63
11890,24.56,20.66,19.7,18.85,13.68,11.88,15.98,22.63
11891,24.56,20.55,17.87,18.85,13.56,11.88,15.87,22.53
11892,24.46,20.55,18.95,18.85,13.56,11.88,15.87,22.53
11893,24.56,20.66,17.76,18.85,13.56,11.88,15.87,22.63
11894,24.46,20.66,18.74,18.95,13.56,11.88,15.87,22.63
11895,24.46,20.55,18.41,18.85,13.56,11.88,15.87,22.63
11896,24.56,20.55,17.76,18.85,13.56,11.88,15.87,22.63
11897,24.56,20.55,18.2,18.85,13.68,12,15.87,22.63
11898,24.56,20.66,20.66,18.85,13.68,11.88,15.87,22.63
11899,24.56,20.55,18.2,18.85,13.56,12,15.87,22.63
11900,24.56,20.55,17.98,18.85,13.56,12,15.87,22.63
11901,24.46,20.55,19.92,18.85,13.56,11.88,15.75,22.63
11902,24.56,20.55,17.87,18.74,13.56,12,15.87,22.73
11903,24.56,20.55,17.98,18.85,13.44,11.88,15.75,22.63
11904,24.46,20.55,17.76,18.85,13.56,12,15.87,22.63
11905,24.56,20.55,17.76,18.85,13.44,11.88,15.87,22.63
11906,24.46,20.55,20.66,18.85,13.56,11.88,15.75,22.63
11907,24.56,20.55,18.2,18.85,13.56,12,15.75,22.63
11908,24.56,20.55,18.2,18.74,13.56,12,15.75,22.63
11909,24.56,20.55,18.3,18.74,13.44,12,15.75,22.63
11910,24.56,20.55,17.98,18.74,13.56,11.88,15.75,22.63
11911,24.56,20.55,18.09,18.74,13.56,12,15.75,22.63
11912,24.56,20.55,19.06,18.74,13.56,12,15.75,22.63
11913,24.46,20.55,18.52,18.74,13.44,12,15.75,22.63
11914,24.46,20.55,18.09,18.74,13.44,12,15.75,22.73
11915,24.46,20.55,17.76,18.74,13.44,12,15.64,22.63
11916,24.56,20.55,17.98,18.74,13.44,12,15.75,22.73
11917,24.56,20.55,17.98,18.63,13.44,12,15.64,22.63
11918,24.56,20.55,17.87,18.74,13.44,12,15.64,22.73
11919,24.56,20.55,22.73,18.74,13.56,12,15.64,22.63
11920,24.56,20.55,18.52,18.74,13.44,12,15.64,22.73
11921,24.56,20.55,18.85,18.63,13.44,12,15.75,22.73
11922,24.56,20.55,17.98,18.63,13.32,12,15.64,22.63
11923,24.56,20.55,18.3,18.63,13.44,12,15.64,22.73
11924,24.56,20.55,19.6,18.63,13.32,12,15.64,22.73
11925,24.46,20.55,17.87,18.74,13.44,12,15.64,22.73
11926,24.46,20.55,17.87,18.74,13.44,12.12,15.53,22.73
11927,24.46,20.55,19.92,18.63,13.32,12,15.53,22.73
11928,24.56,20.55,18.41,18.63,13.32,12.12,15.64,22.73
11929,24.56,20.45,18.52,18.63,13.32,12,15.53,22.73
11930,24.56,20.55,17.98,18.74,13.44,12.12,15.53,22.73
11931,24.56,20.45,18.95,18.63,13.32,12,15.53,22.73
11932,24.56,20.45,17.98,18.63,13.44,12.12,15.53,22.73
11933,24.56,20.45,18.85,18.63,13.32,12.12,15.53,22.84
11934,24.56,20.45,18.52,18.63,13.32,12,15.53,22.73
11935,24.56,20.55,17.87,18.63,13.32,12.12,15.53,22.84
11936,24.56,20.45,17.87,18.63,13.32,12,15.53,22.73
11937,24.56,20.55,17.87,18.63,13.32,12.12,15.53,22.84
11938,24.56,20.45,17.98,18.63,13.2,12.12,15.41,22.73
11939,24.56,20.45,17.87,18.52,13.32,12.12,15.53,22.73
11940,24.66,20.45,18.52,18.52,13.32,12.12,15.41,22.73
11941,24.56,20.45,20.55,18.52,13.32,12.12,15.41,22.73
11942,24.56,20.45,25.47,18.52,13.44,12.25,15.41,22.84
11943,24.56,20.45,17.87,18.52,13.32,12.12,15.41,22.73
11944,24.66,20.45,18.3,18.52,13.32,12.12,15.41,22.84
11945,24.56,20.45,17.87,18.52,13.2,12.12,15.41,22.73
11946,24.56,20.45,17.87,18.52,13.2,12.12,15.41,22.84
11947,24.56,20.45,17.98,18.52,13.2,12.12,15.41,22.84
11948,24.56,20.45,17.98,18.52,13.2,12.12,15.3,22.84
11949,24.56,20.45,20.23,18.52,13.32,12.25,15.41,22.84
11950,24.56,20.45,21.28,18.52,13.2,12.12,15.41,22.84
11951,24.56,20.45,18.09,18.52,13.2,12.12,15.3,22.84
11952,24.56,20.34,20.87,18.52,13.2,12.12,15.3,22.84
11953,24.56,20.34,22.94,18.52,13.2,12.25,15.41,22.84
11954,24.66,20.34,17.98,18.41,13.2,12.25,15.41,22.84
11955,24.56,20.45,18.2,18.41,13.2,12.12,15.3,22.84
11956,24.56,20.45,20.23,18.52,13.2,12.25,15.3,22.84
11957,24.56,20.45,18.09,18.52,13.09,12.25,15.3,22.84
11958,24.56,20.45,17.87,18.52,13.2,12.25,15.3,22.84
11959,24.56,20.45,23.35,18.41,13.2,12.25,15.3,22.84
11960,24.56,20.45,17.87,18.41,13.2,12.25,15.3,22.84
11961,24.66,20.45,19.81,18.41,13.2,12.25,15.18,22.84
11962,24.56,20.34,18.2,18.41,13.2,12.25,15.3,22.84
11963,24.56,20.34,17.98,18.41,13.2,12.25,15.3,22.84
11964,24.66,20.34,18.63,18.41,13.2,12.25,15.18,22.84
11965,24.66,20.34,18.74,18.41,13.2,12.25,15.18,22.84
11966,24.66,20.34,20.23,18.41,13.09,12.12,15.18,22.84
11967,24.56,20.34,17.98,18.41,13.09,12.25,15.18,22.84
11968,24.66,20.34,17.98,18.41,13.2,12.25,15.18,22.84
11969,24.56,20.34,17.98,18.41,13.09,12.25,15.18,22.84
11970,24.66,20.34,17.98,18.41,13.09,12.25,15.18,22.94
11971,24.66,20.34,22.22,18.41,13.09,12.12,15.07,22.84
11972,24.56,20.34,18.63,18.41,13.09,12.25,15.18,22.94
11973,24.66,20.34,17.98,18.41,13.09,12.25,15.18,22.94
11974,24.66,20.23,21.6,18.3,13.09,12.25,15.18,22.94
11975,24.66,20.34,0,18.3,13.09,12.25,15.07,22.94
11976,24.66,20.34,18.09,18.3,12.97,12.25,15.07,22.94
11977,24.66,20.34,21.28,18.3,13.09,12.25,15.07,22.94
11978,24.56,20.23,17.98,18.41,12.97,12.25,15.07,22.84
11979,24.56,20.34,17.98,18.3,12.97,12.25,15.07,22.94
11980,24.66,20.23,18.09,18.3,13.09,12.37,15.07,22.94
11981,24.66,20.23,17.98,18.3,12.97,12.37,15.07,22.94
11982,24.66,20.23,22.94,18.3,13.09,12.25,15.07,22.94
11983,24.66,20.23,18.3,18.3,12.97,12.25,14.96,22.84
11984,24.66,20.23,17.98,18.3,13.09,12.25,14.96,22.94
11985,24.66,20.23,18.95,18.3,12.97,12.37,14.96,22.94
11986,24.66,20.23,18.09,18.2,13.09,12.37,14.96,22.94
11987,24.66,20.23,17.98,18.3,12.97,12.37,14.96,22.94
11988,24.66,20.23,23.45,18.3,12.97,12.37,14.84,22.94
11989,24.66,20.23,17.98,18.3,12.97,12.37,14.96,22.94
11990,24.66,20.23,17.98,18.3,12.97,12.37,14.96,22.94
11991,24.66,20.13,18.95,18.2,12.97,12.37,14.96,23.04
11992,24.66,20.13,17.98,18.3,12.97,12.49,14.96,22.94
11993,24.66,20.13,18.09,18.2,12.97,12.37,14.96,22.94
11994,24.66,20.13,18.09,18.2,12.97,12.37,14.96,22.94
11995,24.66,20.13,18.09,18.2,12.85,12.37,14.84,22.94
11996,24.66,20.13,19.17,18.2,12.85,12.37,14.84,22.94
11997,24.66,20.13,0,18.2,12.97,12.37,14.84,22.94
11998,24.66,20.13,0,18.2,12.85,12.37,14.84,22.94
11999,24.66,20.13,17.98,18.2,12.85,12.49,14.96,23.04
12000,24.66,20.13,17.98,18.2,12.85,12.37,14.84,22.94
12001,24.66,20.13,18.41,18.2,12.85,12.49,14.84,22.94
12002,24.66,20.02,18.2,18.2,12.85,12.37,14.84,22.94
12003,24.66,20.02,20.55,18.2,12.85,12.37,14.84,23.04
12004,24.66,20.02,18.52,18.2,12.85,12.49,14.84,22.94
12005,24.66,20.02,20.13,18.2,12.85,12.49,14.84,22.94
12006,24.66,20.02,18.63,18.2,12.73,12.49,14.84,22.94
12007,24.77,20.02,18.3,18.2,12.73,12.49,14.73,22.94
12008,24.66,20.02,0,18.09,12.85,12.49,14.73,23.04
12009,24.66,19.92,18.09,18.2,12.85,12.49,14.73,22.94
12010,24.66,20.02,18.09,18.09,12.85,12.49,14.73,23.04
12011,24.66,20.02,17.98,18.09,12.73,12.49,14.73,23.04
12012,24.66,19.92,18.09,18.09,12.73,12.49,14.73,23.04
12013,24.66,19.92,17.98,18.09,12.73,12.49,14.73,22.94
12014,24.77,19.92,20.34,18.09,12.73,12.49,14.61,23.04
12015,24.66,19.92,18.09,18.09,12.73,12.49,14.61,23.04
12016,24.77,19.92,18.41,18.09,12.73,12.49,14.73,23.04
12017,24.66,19.92,22.12,18.09,12.73,12.49,14.73,23.04
12018,24.77,19.92,21.81,18.09,12.73,12.49,14.61,23.04
12019,24.66,19.81,18.85,18.09,12.61,12.49,14.73,23.04
12020,24.66,19.81,27.25,18.09,12.73,12.49,14.61,23.04
12021,24.66,19.81,17.98,18.09,12.61,12.49,14.61,22.94
12022,24.66,19.81,18.09,18.09,12.61,12.61,14.61,23.04
12023,24.77,19.81,17.98,18.09,12.61,12.49,14.61,23.04
12024,24.77,19.81,17.98,17.98,12.61,12.61,14.61,23.04
12025,24.77,19.81,18.63,18.09,12.61,12.61,14.61,23.04
12026,24.66,19.81,18.2,17.98,12.61,12.61,14.61,23.04
12027,24.77,19.7,18.09,17.98,12.61,12.61,14.49,23.04
12028,24.77,19.7,22.43,17.98,12.61,12.49,14.49,23.04
12029,24.77,19.7,24.97,17.98,12.61,12.61,14.61,23.04
12030,24.77,19.7,0,17.98,12.49,12.61,14.49,23.04
12031,24.66,19.7,18.09,17.98,12.61,12.61,14.49,23.04
12032,24.77,19.7,18.09,17.98,12.61,12.61,14.49,23.14
12033,24.66,19.7,19.17,17.87,12.49,12.61,14.49,23.04
12034,24.77,19.7,17.98,17.98,12.49,12.61,14.49,23.14
12035,24.77,19.6,26.66,17.87,12.49,12.61,14.38,23.04
12036,24.77,19.6,18.52,17.87,12.49,12.61,14.38,23.04
12037,24.77,19.6,23.75,17.87,12.49,12.61,14.49,23.04
12038,24.77,19.6,39.55,17.87,12.49,12.61,14.49,23.14
12039,24.77,19.6,18.2,17.87,12.49,12.73,14.38,23.14
12040,24.77,19.49,0,17.87,12.49,12.61,14.38,23.04
12041,24.77,19.6,18.09,17.87,12.37,12.61,14.38,23.14
12042,24.66,19.6,17.98,17.87,12.49,12.61,14.38,23.04
12043,24.77,19.6,17.98,17.87,12.49,12.61,14.38,23.14
12044,24.77,19.6,18.09,17.87,12.49,12.61,14.38,23.14
12045,24.77,19.49,17.98,17.76,12.37,12.73,14.38,23.04
12046,24.77,19.49,18.74,17.76,12.37,12.73,14.38,23.14
12047,24.77,19.49,18.85,17.76,12.37,12.73,14.38,23.14
12048,24.77,19.49,18.2,17.76,12.37,12.73,14.38,23.04
12049,24.87,19.49,21.08,17.76,12.25,12.61,14.38,23.04
12050,24.77,19.49,18.95,17.76,12.37,12.73,14.38,23.14
12051,24.77,19.49,0,17.76,12.37,12.73,14.38,23.04
12052,24.77,19.49,18.09,17.76,12.25,12.73,14.26,23.14
12053,24.77,19.49,18.09,17.76,12.25,12.73,14.38,23.14
12054,24.77,19.38,18.09,17.65,12.25,12.73,14.26,23.04
12055,24.77,19.38,18.09,17.65,12.25,12.73,14.26,23.14
12056,24.87,19.38,26.36,17.65,12.25,12.73,14.26,23.04
12057,24.77,19.38,18.41,17.54,12.25,12.73,14.26,23.14
12058,24.77,19.38,18.63,17.65,12.25,12.73,14.26,23.14
12059,24.77,19.28,18.09,17.54,12.25,12.73,14.26,23.14
12060,24.87,19.38,18.74,17.65,12.25,12.85,14.26,23.14
12061,24.77,19.28,20.66,17.54,12.12,12.73,14.15,23.14
12062,24.77,19.28,18.09,17.54,12.12,12.73,14.26,23.14
12063,24.77,19.28,17.98,17.54,12.12,12.73,14.15,23.04
12064,24.77,19.28,18.09,17.54,12.12,12.73,14.26,23.14
12065,24.87,19.28,18.09,17.54,12.12,12.73,14.15,23.14
12066,24.77,19.28,18.09,17.43,12.12,12.73,14.26,23.14
12067,24.87,19.28,21.81,17.54,12.12,12.85,14.26,23.14
12068,24.77,19.17,18.3,17.43,12.12,12.73,14.15,23.14
12069,24.87,19.28,20.55,17.43,12.12,12.73,14.15,23.14
12070,24.87,19.17,22.73,17.43,12,12.73,14.15,23.14
12071,24.87,19.17,18.85,17.32,12.12,12.73,14.15,23.14
12072,24.87,19.17,0,17.32,12,12.73,14.15,23.14
12073,24.87,19.17,18.09,17.32,12,12.85,14.15,23.25
12074,24.77,19.17,17.98,17.32,12,12.85,14.15,23.25
12075,24.87,19.17,17.98,17.32,12,12.85,14.15,23.14
12076,24.87,19.17,18.09,17.32,12,12.85,14.15,23.25
12077,24.87,19.17,17.98,17.21,12,12.73,14.03,23.14
12078,24.87,19.06,19.81,17.21,12,12.85,14.15,23.14
12079,24.87,19.17,18.09,17.21,12,12.85,14.03,23.14
12080,24.87,19.06,18.3,17.21,11.88,12.85,14.15,23.14
12081,24.87,19.06,20.45,17.21,12,12.85,14.15,23.25
12082,24.87,19.06,18.41,17.1,11.88,12.85,14.15,23.14
12083,24.87,19.06,0,17.1,11.88,12.85,14.15,23.25
12084,24.77,19.06,18.2,17.1,11.88,12.85,14.03,23.14
12085,24.87,19.06,17.98,17.1,11.88,12.85,14.15,23.14
12086,24.87,19.06,18.09,17.1,11.88,12.85,14.03,23.14
12087,24.87,19.06,17.98,16.99,11.88,12.85,14.03,23.14
12088,24.87,19.06,18.09,16.99,11.76,12.85,14.15,23.14
12089,24.87,19.06,19.7,16.99,11.76,12.97,14.03,23.14
12090,24.87,19.06,22.43,16.99,11.88,12.85,14.03,23.14
12091,24.87,19.06,24.06,16.88,11.76,12.85,14.03,23.14
12092,24.87,19.06,36.46,16.88,11.88,12.97,14.03,23.25
12093,24.87,18.95,19.6,16.88,11.76,12.85,14.03,23.14
12094,24.87,18.95,19.6,16.88,11.76,12.97,14.03,23.25
12095,24.87,18.95,17.98,16.88,11.64,12.85,14.03,23.14
12096,24.87,18.95,18.09,16.76,11.76,12.85,14.03,23.25
12097,24.87,18.95,18.3,16.88,11.76,12.85,13.91,23.14
12098,24.97,18.95,17.98,16.76,11.76,12.97,14.03,23.25
12099,24.97,18.95,20.76,16.76,11.64,12.97,14.03,23.25
12100,24.97,18.95,18.74,16.76,11.76,12.85,14.03,23.25
12101,24.87,18.95,21.08,16.76,11.64,12.97,14.03,23.25
12102,24.87,18.95,23.45,16.65,11.64,12.97,14.03,23.25
12103,24.97,18.95,17.98,16.65,11.76,12.97,14.03,23.25
12104,24.87,18.85,0,16.65,11.64,12.97,14.03,23.14
12105,24.87,18.95,18.2,16.65,11.64,12.97,13.91,23.25
12106,24.87,18.85,17.98,16.65,11.64,12.85,13.91,23.14
12107,24.97,18.85,18.09,16.65,11.64,12.97,14.03,23.25
12108,24.97,18.85,17.98,16.54,11.51,12.97,13.91,23.25
12109,24.97,18.85,25.87,16.54,11.64,12.97,13.91,23.25
12110,24.97,18.85,23.25,16.54,11.64,12.97,13.91,23.25
12111,24.97,18.85,18.3,16.54,11.64,12.97,13.91,23.14
12112,24.97,18.85,18.09,16.54,11.64,12.97,13.91,23.25
12113,24.97,18.85,25.57,16.43,11.51,12.97,14.03,23.25
12114,24.97,18.85,23.35,16.43,11.51,13.09,14.03,23.35
12115,24.87,18.85,18.52,16.43,11.51,12.97,13.91,23.25
12116,24.87,18.85,17.98,16.43,11.51,12.97,13.91,23.25
12117,24.87,18.85,17.98,16.43,11.51,12.97,13.91,23.25
12118,24.87,18.85,17.98,16.43,11.51,12.97,14.03,23.25
12119,24.97,18.74,17.98,16.32,11.51,12.97,14.03,23.25
12120,24.97,18.74,31.16,16.32,11.51,12.97,13.91,23.25
12121,24.97,18.85,18.09,16.32,11.51,13.09,13.91,23.25
12122,24.97,18.74,18.63,16.32,11.39,12.97,13.91,23.25
12123,24.97,18.74,19.49,16.21,11.51,13.09,14.03,23.25
12124,24.97,18.74,23.65,16.21,11.39,12.97,14.03,23.25
12125,24.97,18.74,18.52,16.21,11.39,13.09,14.03,23.25
12126,24.97,18.74,17.98,16.21,11.39,13.09,13.91,23.25
12127,24.97,18.74,17.98,16.21,11.39,13.09,13.91,23.25
12128,24.97,18.74,17.98,16.21,11.39,13.09,13.91,23.25
12129,24.97,18.74,17.98,16.21,11.39,13.09,13.91,23.25
12130,24.97,18.74,28.53,16.21,11.39,13.09,13.91,23.25
12131,24.97,18.74,17.98,16.09,11.39,12.97,13.91,23.25
12132,24.97,18.74,18.52,16.09,11.39,12.97,13.91,23.35
12133,24.97,18.74,18.09,16.09,11.39,13.09,13.91,23.25
12134,24.97,18.74,18.85,16.09,11.39,13.09,13.91,23.25
12135,24.97,18.74,20.45,16.09,11.27,12.97,13.91,23.25
12136,24.97,18.74,17.98,16.09,11.27,13.09,13.91,23.25
12137,24.97,18.74,17.87,16.09,11.27,13.09,13.91,23.25
12138,24.97,18.74,17.87,15.98,11.27,13.09,13.91,23.35
12139,24.97,18.74,17.98,15.98,11.39,13.09,13.91,23.25
12140,24.97,18.74,17.87,15.98,11.27,13.09,13.91,23.25
12141,24.97,18.74,30.77,15.98,11.27,13.09,13.91,23.25
12142,24.97,18.74,18.2,15.98,11.27,13.09,13.91,23.25
12143,24.97,18.74,18.41,15.98,11.27,13.09,13.91,23.25
12144,24.97,18.74,17.98,15.98,11.27,13.09,13.91,23.35
12145,25.07,18.74,18.95,15.98,11.27,13.2,13.91,23.25
12146,24.97,18.74,0,15.98,11.27,13.09,13.91,23.25
12147,24.97,18.74,17.87,15.87,11.27,13.09,13.91,23.25
12148,24.97,18.74,17.87,15.87,11.27,13.09,13.91,23.35
12149,24.97,18.63,17.87,15.87,11.14,13.09,13.91,23.25
12150,24.97,18.74,17.98,15.87,11.27,13.09,13.91,23.25
12151,24.97,18.74,19.49,15.87,11.14,13.09,13.91,23.25
12152,24.97,18.74,21.7,15.87,11.14,13.2,13.91,23.35
12153,24.97,18.63,18.2,15.87,11.27,13.09,13.91,23.25
12154,24.97,18.63,18.3,15.87,11.14,13.2,14.03,23.25
12155,24.97,18.63,18.52,15.87,11.14,13.2,14.03,23.25
12156,25.07,18.63,18.3,15.75,11.14,13.2,14.03,23.35
12157,24.97,18.63,17.98,15.75,11.14,13.09,13.91,23.35
12158,24.97,18.63,17.87,15.75,11.14,13.09,13.91,23.25
12159,24.97,18.63,17.87,15.75,11.14,13.2,13.91,23.35
12160,25.07,18.63,17.87,15.75,11.14,13.2,13.91,23.25
12161,24.97,18.63,17.87,15.75,11.14,13.2,13.91,23.25
12162,25.07,18.63,19.28,15.75,11.14,13.2,13.91,23.35
12163,24.97,18.63,17.87,15.75,11.14,13.09,14.03,23.25
12164,24.97,18.63,18.2,15.75,11.14,13.2,13.91,23.35
12165,25.07,18.63,38.58,15.64,11.02,13.09,13.91,23.35
12166,25.07,18.63,25.67,15.75,11.14,13.2,14.03,23.35
12167,25.07,18.63,18.41,15.64,11.14,13.2,13.91,23.25
12168,24.97,18.63,0,15.75,11.14,13.2,14.03,23.35
12169,25.07,18.74,17.87,15.64,11.14,13.2,14.03,23.35
12170,24.97,18.63,17.87,15.64,11.14,13.2,14.03,23.25
12171,24.97,18.63,17.87,15.64,11.14,13.32,14.03,23.35
12172,24.97,18.63,17.87,15.64,11.02,13.2,14.03,23.35
12173,25.07,18.63,26.17,15.64,11.02,13.2,14.03,23.35
12174,24.97,18.63,17.87,15.64,11.02,13.2,13.91,23.25
12175,25.07,18.63,18.63,15.53,11.14,13.2,14.03,23.35
12176,25.07,18.63,18.2,15.53,11.02,13.2,13.91,23.25
12177,25.07,18.63,18.2,15.64,11.02,13.2,14.03,23.35
12178,25.07,18.63,18.85,15.64,11.02,13.2,14.03,23.35
12179,24.97,18.63,17.76,15.64,11.02,13.2,14.03,23.35
12180,24.97,18.63,17.87,15.64,11.02,13.2,14.03,23.35
12181,24.97,18.63,17.87,15.53,11.02,13.2,14.03,23.35
12182,25.07,18.63,17.76,15.53,11.02,13.2,14.03,23.35
12183,25.07,18.63,26.56,15.53,11.02,13.2,14.03,23.25
12184,25.07,18.63,25.27,15.53,11.14,13.2,14.03,23.35
12185,25.07,18.63,18.2,15.53,11.02,13.2,14.03,23.35
12186,25.07,18.63,18.2,15.53,11.02,13.2,14.03,23.35
12187,25.07,18.63,17.98,15.53,11.02,13.2,14.03,23.35
12188,25.07,18.63,18.3,15.53,11.02,13.2,14.03,23.35
12189,25.07,18.63,17.76,15.53,11.02,13.32,14.03,23.35
12190,24.97,18.63,17.76,15.53,11.02,13.32,14.03,23.25
12191,25.07,18.63,17.76,15.53,11.02,13.2,14.03,23.35
12192,25.07,18.63,17.76,15.53,11.02,13.2,14.03,23.25
12193,25.07,18.63,27.06,15.53,11.02,13.2,14.03,23.35
12194,25.07,18.63,31.26,15.53,11.02,13.32,14.03,23.35
12195,25.07,18.63,17.76,15.53,11.02,13.32,14.03,23.35
12196,25.07,18.63,17.76,15.41,11.02,13.32,14.15,23.35
12197,25.07,18.52,17.87,15.41,10.89,13.2,14.03,23.35
12198,25.07,18.63,18.74,15.41,11.02,13.32,14.03,23.35
12199,25.07,18.52,17.98,15.41,10.89,13.32,14.03,23.25
12200,25.07,18.63,17.76,15.53,11.02,13.32,14.15,23.35
12201,25.07,18.63,17.76,15.41,11.02,13.32,14.15,23.35
12202,25.07,18.63,17.76,15.41,10.89,13.32,14.03,23.35
